journal_name,url,host,platform,status,sitemap_file,wlu_mainid,wlu_rank,in_cilp,source,fixed_domain_url
Health Matrix: Journal of Law-Medicine,https://scholarlycommons.law.case.edu/healthmatrix/sitemap.xml,scholarlycommons.law.case.edu,digitalcommons,,health_matrix_journal_of_law_medicine.json,529,308,yes,sitemap,
Health Matrix: Journal of Law-Medicine,https://scholarlycommons.law.case.edu/healthmatrix,scholarlycommons.law.case.edu,digital_commons,todo_adapter,registry_health_matrix_journal_of_law_medicine_529_fd1afd59c5.json,529,308,yes,sitemap,
Judicature,https://judicature.duke.edu/,judicature.duke.edu,wordpress,,judicature-duke-edu.json,1930,309,,sitemap,
Judicature,https://judicature.duke.edu/,judicature.duke.edu,wordpress,active,registry_judicature_1930_0c76dfc5bb.json,1930,309,,sitemap,
St. Mary's Law Journal,https://commons.stmarytx.edu/thestmaryslawjournal,commons.stmarytx.edu,digital_commons,active,registry_st_mary_s_law_journal_1899_f8b8f5bdcc.json,1899,310,yes,sitemap,
Emory International Law Review,https://scholarlycommons.law.emory.edu/eilr,scholarlycommons.law.emory.edu,digital_commons,active,registry_emory_international_law_review_227_1f3bc921e3.json,227,311,yes,sitemap,
Texas Intellectual Property Law Journal,https://tiplj.org/issues/,tiplj.org,wordpress,active,registry_texas_intellectual_property_law_journal_535_95b56d5629.json,535,312,yes,sitemap,
Texas Intellectual Property Law Journal,https://tiplj.org/,tiplj.org,wordpress,,tiplj-org.json,535,312,yes,sitemap,
Drake Law Review,https://drakelawreview.org/,drakelawreview.org,WordPress,,drake_law_review.json,1911,313,yes,sitemap,
Drake Law Review,https://drakelawreview.org/,drakelawreview.org,wordpress,,drakelawreview-org.json,1911,313,yes,sitemap,
Harvard Environmental Law Review,https://journals.law.harvard.edu/elr,journals.law.harvard.edu,wordpress,active,registry_harvard_environmental_law_review_244_2d63d45d27.json,244,314,yes,sitemap,
Mississippi Law Journal,https://mississippilawjournal.org/,mississippilawjournal.org,WordPress,,mississippi_law_journal.json,290,316,yes,sitemap,
North Carolina Journal of International Law,https://scholarship.law.unc.edu/ncilj/sitemap.xml,scholarship.law.unc.edu,digitalcommons,,north_carolina_journal_of_international_law.json,297,317,yes,sitemap,
North Carolina Journal of International Law,https://scholarship.law.unc.edu/ncilj,scholarship.law.unc.edu,digital_commons,active,registry_north_carolina_journal_of_international_law_297_160e6f94d7.json,297,317,yes,sitemap,
American Journal of Comparative Law,https://academic.oup.com/ajcl/issue,academic.oup.com,silverchair,paused_paywall,american_journal_of_comparative_law.json,1932,318,yes,sitemap,
American Journal of Comparative Law,https://academic.oup.com/ajcl,academic.oup.com,unknown,paused_paywall,registry_american_journal_of_comparative_law_1932_724cd571aa.json,1932,318,yes,sitemap,
UC Law Business Journal,https://repository.uclawsf.edu/hastings_business_law_journal,repository.uclawsf.edu,digitalcommons,,hastings-business-law-journal.json,1021,320,,sitemap,
UC Law Business Journal,https://repository.uclawsf.edu/hastings_business_law_journal,repository.uclawsf.edu,digital_commons,todo_adapter,registry_uc_law_business_journal_1021_78f159f878.json,1021,320,,sitemap,
Albany Law Review,https://www.albanylawreview.org/,albanylawreview.org,scholastica,active,albanylawreview-org.json,1958,322,yes,sitemap,
American University Business Law Review,http://www.aublr.org/,aublr.org,wordpress,paused_paywall,registry_american_university_business_law_review_2000_bde83b0469.json,2000,323,,sitemap,
www.aublr.org,http://www.aublr.org/,aublr.org,wordpress,active,www-aublr-org.json,2000,323,,sitemap,
Gonzaga Law Review,https://www.gonzaga.edu/school-of-law/about/student-life/student-resources/student-organizations/gonzaga-law-review,gonzaga.edu,unknown,paused_waf,registry_gonzaga_law_review_140_6cfe758f8b.json,140,326,yes,sitemap,
Belmont Law Review,https://www.belmontlawreview.org/,belmontlawreview.org,wordpress,paused_paywall,registry_belmont_law_review_2011_8308c8bc0e.json,2011,327,,sitemap,
www.belmontlawreview.org,https://www.belmontlawreview.org/,belmontlawreview.org,wordpress,active,www-belmontlawreview-org.json,2011,327,,sitemap,
Campbell Law Review,https://scholarship.law.campbell.edu/clr/sitemap.xml,scholarship.law.campbell.edu,digitalcommons,,campbell_law_review.json,190,328,yes,sitemap,
Campbell Law Review,https://scholarship.law.campbell.edu/clr,scholarship.law.campbell.edu,digital_commons,active,registry_campbell_law_review_190_83916adbf4.json,190,328,yes,sitemap,
Campbell Law Review,https://scholarship.law.campbell.edu/clr/,scholarship.law.campbell.edu,digitalcommons,,scholarship-law-campbell-edu.json,190,328,yes,sitemap,
New York Law School Law Review,https://digitalcommons.nyls.edu/nyls_law_review/sitemap.xml,digitalcommons.nyls.edu,digitalcommons,,new_york_law_school_law_review.json,1917,329,yes,sitemap,https://digitalcommons.nyls.edu/law_review/
New York Law School Law Review,https://www.nyls.edu/academics/specialty-areas/law-review-and-journals/law-review,nyls.edu,wordpress,paused_login,registry_new_york_law_school_law_review_1917_35ce7ccacd.json,1917,329,yes,sitemap,
Journal of Law and Policy,https://brooklynworks.brooklaw.edu/jlp/sitemap.xml,brooklynworks.brooklaw.edu,digitalcommons,,journal_of_law_and_policy.json,623,330,yes,sitemap,
Journal of Law and Policy,https://brooklynworks.brooklaw.edu/jlp,brooklynworks.brooklaw.edu,digital_commons,active,registry_journal_of_law_and_policy_623_1428653589.json,623,330,yes,sitemap,
Law and Human Behavior,https://www.apa.org/pubs/journals/lhb,apa.org,unknown,paused_waf,registry_law_and_human_behavior_1951_0279fa2551.json,1951,331,yes,sitemap,
Tulsa Law Review,https://digitalcommons.law.utulsa.edu/tlr,digitalcommons.law.utulsa.edu,digital_commons,active,registry_tulsa_law_review_180_2f36d0512d.json,180,332,yes,sitemap,https://digitalcommons.law.utulsa.edu/tlr/
Tulsa Law Review,https://digitalcommons.law.utulsa.edu/tlr/sitemap.xml,digitalcommons.law.utulsa.edu,digitalcommons,,tulsa_law_review.json,180,332,yes,sitemap,https://digitalcommons.law.utulsa.edu/tlr/
"Minnesota Journal of Law, Science & Technology",https://mjlst.lib.umn.edu/,mjlst.lib.umn.edu,WordPress,,minnesota_journal_of_law_science_technology.json,626,334,yes,sitemap,
"Minnesota Journal of Law, Science & Technology",https://scholarship.law.umn.edu/mjlst,scholarship.law.umn.edu,digital_commons,todo_adapter,registry_minnesota_journal_of_law_science_technology_626_cf783b88dd.json,626,334,yes,sitemap,
University of San Francisco Law Review,https://www.usfca.edu/law/professional-skills/student-run-academic-journals/law-review,usfca.edu,drupal,paused_waf,registry_university_of_san_francisco_law_review_1904_0e8c019c0a.json,1904,335,yes,sitemap,
University of San Francisco Law Review,https://repository.usfca.edu/usflawreview/sitemap.xml,repository.usfca.edu,digitalcommons,,university_of_san_francisco_law_review.json,1904,335,yes,sitemap,https://repository.usfca.edu/usflrev/
Georgetown Journal of International Law,https://www.law.georgetown.edu/international-law-journal/in-print/,law.georgetown.edu,WordPress,,georgetown_journal_of_international_law.json,461,336,yes,sitemap,https://www.law.georgetown.edu/american-criminal-law-review/in-print/
Georgetown Journal of International Law,http://www.gjil.org/,gjil.org,wordpress,paused_waf,registry_georgetown_journal_of_international_law_461_151bf18bb8.json,461,336,yes,sitemap,
www.gjil.org,http://www.gjil.org/,gjil.org,wordpress,active,www-gjil-org.json,461,336,,sitemap,
Connecticut Public Interest Law Journal,https://cpilj.law.uconn.edu/,cpilj.law.uconn.edu,WordPress,,connecticut_public_interest_law_journal.json,955,337,yes,sitemap,
Connecticut Public Interest Law Journal,https://cpilj.law.uconn.edu/,cpilj.law.uconn.edu,unknown,,cpilj-law-uconn-edu.json,955,337,yes,sitemap,
Harvard Latin American Law Review,https://journals.law.harvard.edu/lalr,journals.law.harvard.edu,wordpress,active,registry_harvard_latin_american_law_review_534_539f906bf5.json,534,338,yes,sitemap,
Idaho Law Review,https://digitalcommons.law.uidaho.edu/idaho-law-review/sitemap.xml,digitalcommons.law.uidaho.edu,digitalcommons,,idaho_law_review.json,1918,339,yes,sitemap,
Idaho Law Review,https://idaholawreview.com/,idaholawreview.com,digital_commons,,idaholawreview-com.json,1918,339,yes,sitemap,
Idaho Law Review,https://www.uidaho.edu/law/law-review,uidaho.edu,unknown,paused_login,registry_idaho_law_review_1918_656dd2b2c6.json,1918,339,yes,sitemap,
Journal of Health Care Law & Policy,https://digitalcommons.law.umaryland.edu/jhclp,digitalcommons.law.umaryland.edu,digital_commons,active,registry_journal_of_health_care_law_policy_394_6f76965bee.json,394,340,,sitemap,
University of Memphis Law Review,https://www.memphis.edu/law/programs/lawreview.php,memphis.edu,generic_web,,university_of_memphis_law_review.json,182,341,yes,sitemap,
Southern Illinois University Law Journal,https://law.siu.edu/academics/law-journal,law.siu.edu,unknown,paused_waf,registry_southern_illinois_university_law_journal_157_c660593cd5.json,157,342,yes,sitemap,
Southern Illinois University Law Journal,https://opensiuc.lib.siu.edu/siulj/,opensiuc.lib.siu.edu,digital_commons,,siu-law-journal.json,157,342,yes,sitemap,
Wake Forest Journal of Law and Policy,https://wfulawpolicyjournal.com/,wfulawpolicyjournal.com,unknown,paused_login,registry_wake_forest_journal_of_law_and_policy_1685_75e820bd4e.json,1685,343,,sitemap,
Family Court Review,https://onlinelibrary.wiley.com/journal/17441617,onlinelibrary.wiley.com,unknown,paused_paywall,registry_family_court_review_390_5ad877f252.json,390,344,,sitemap,
SMU Science and Technology Law Review,https://scholar.smu.edu/scitech,scholar.smu.edu,digital_commons,active,registry_smu_science_and_technology_law_review_660_70412fb6fa.json,660,345,yes,sitemap,
Food and Drug Law Journal,https://www.fdli.org/resources/food-drug-law-journal,fdli.org,wordpress,paused_waf,registry_food_and_drug_law_journal_232_7d5de3ace5.json,232,346,,sitemap,
South Dakota Law Review,https://www.usd.edu/law/south-dakota-law-review,usd.edu,unknown,paused_waf,registry_south_dakota_law_review_1924_06ef63cc9f.json,1924,347,yes,sitemap,
South Dakota Law Review,https://red.library.usd.edu/sdlrev/,red.library.usd.edu,bepress_digital_commons,,usd-sdlrev.json,1924,347,yes,sitemap,
Environmental Law Reporter,https://www.elr.info/,elr.info,unknown,,elr-info.json,1008,349,yes,sitemap,
Environmental Law Reporter,https://www.elr.info/articles/elr-articles,elr.info,Custom/Unknown,,environmental_law_reporter.json,1008,349,yes,sitemap,
Environmental Law Reporter,https://www.elr.info/,elr.info,drupal,active,registry_environmental_law_reporter_1008_f9e2f3bd3d.json,1008,349,yes,sitemap,
Indiana Health Law Review,https://journals.indianapolis.iu.edu/index.php/ihlr/issue/archive,journals.indianapolis.iu.edu,OJS,,indiana_health_law_review.json,927,350,yes,sitemap,
Indiana Health Law Review,https://mckinneylaw.iu.edu/ihlr,mckinneylaw.iu.edu,unknown,paused_login,registry_indiana_health_law_review_927_e059a13376.json,927,350,yes,sitemap,
Federal Courts Law Review,https://www.fclr.org/,fclr.org,OJS,active,fclr-org.json,502,351,yes,sitemap,
Federal Courts Law Review,https://www.fclr.org/,fclr.org,WordPress,,federal_courts_law_review.json,502,351,yes,sitemap,
Federal Courts Law Review,https://www.fmja.org/federal-courts-law-review/,fmja.org,custom,paused_other,fmja-org.json,502,351,yes,sitemap,
Columbia Journal of Law and Social Problems,https://jlsp.law.columbia.edu/,jlsp.law.columbia.edu,WordPress,,columbia_journal_of_law_and_social_problems.json,210,352,yes,sitemap,
Columbia Journal of Law and Social Problems,https://jlsp.law.columbia.edu/,jlsp.law.columbia.edu,unknown,,jlsp-law-columbia-edu.json,210,352,yes,sitemap,
Marquette Sports Law Review,https://scholarship.law.marquette.edu/sportslaw/sitemap.xml,scholarship.law.marquette.edu,digitalcommons,,marquette_sports_law_review.json,469,353,yes,sitemap,
Marquette Sports Law Review,https://scholarship.law.marquette.edu/sportslaw,scholarship.law.marquette.edu,digital_commons,todo_adapter,registry_marquette_sports_law_review_469_904a79fedb.json,469,353,yes,sitemap,
Case Western Reserve Journal of International Law,https://scholarlycommons.law.case.edu/jil/sitemap.xml,scholarlycommons.law.case.edu,digitalcommons,,case_western_reserve_journal_of_international_law.json,435,354,yes,sitemap,
Case Western Reserve Journal of International Law,https://scholarlycommons.law.case.edu/jil,scholarlycommons.law.case.edu,digital_commons,todo_adapter,registry_case_western_reserve_journal_of_international_law_435_2816d51a68.json,435,354,yes,sitemap,
Law and Inequality: A Journal of Theory and Practice,https://lawandinequality.org/issue-archive/,lawandinequality.org,WordPress,,law_and_inequality_a_journal_of_theory_and_practice.json,280,355,yes,sitemap,
Minnesota Journal of Law & Inequality,https://lawandinequality.org/issue-archive/,lawandinequality.org,WordPress,,minnesota_journal_of_law_inequality.json,280,355,yes,sitemap,
Minnesota Journal of Law & Inequality,https://lawandinequality.org/,lawandinequality.org,wordpress,active,registry_minnesota_journal_of_law_inequality_280_94a98f15dc.json,280,355,yes,sitemap,
Urban Lawyer,https://www.americanbar.org/groups/state_local_government/publications/urban_lawyer,americanbar.org,unknown,paused_waf,registry_urban_lawyer_1943_58be0e8e51.json,1943,356,yes,sitemap,
Yale Journal of Law & the Humanities,https://yaleconnect.yale.edu/yjlh/home,yaleconnect.yale.edu,unknown,active,registry_yale_journal_of_law_the_humanities_359_0086972ecb.json,359,357,yes,sitemap,
Oxford Journal of Legal Studies,https://academic.oup.com/ojls/,academic.oup.com,,no_sitemap,,720,358,,wlu,
Santa Clara Journal of International Law,https://digitalcommons.law.scu.edu/scujil,digitalcommons.law.scu.edu,digital_commons,active,registry_santa_clara_journal_of_international_law_951_a31e9e0fab.json,951,359,yes,sitemap,
Santa Clara Journal of International Law,https://digitalcommons.law.scu.edu/scujil/sitemap.xml,digitalcommons.law.scu.edu,digitalcommons,,santa_clara_journal_of_international_law.json,951,359,yes,sitemap,
University of Detroit Mercy Law Review,https://law.udmercy.edu/students/law-review,law.udmercy.edu,unknown,paused_waf,registry_university_of_detroit_mercy_law_review_1915_dd27b3e5ee.json,1915,360,yes,sitemap,
Albany Law Journal of Science & Technology,https://www.albanylawscitech.org/,albanylawscitech.org,scholastica,active,albanylawscitech-org.json,420,361,yes,sitemap,
University of Toledo Law Review,https://www.utoledo.edu/law/studentlife/lawreview,utoledo.edu,unknown,paused_waf,registry_university_of_toledo_law_review_1908_15f116f8d1.json,1908,362,yes,sitemap,
Touro Law Review,https://digitalcommons.tourolaw.edu/lawreview/,digitalcommons.tourolaw.edu,digitalcommons,,digitalcommons-tourolaw-edu.json,148,363,yes,sitemap,
Touro Law Review,https://www.tourolaw.edu/Academics/1160,tourolaw.edu,unknown,paused_waf,registry_touro_law_review_148_a17872cfb2.json,148,363,yes,sitemap,
Touro Law Review,https://digitalcommons.tourolaw.edu/lawreview/sitemap.xml,digitalcommons.tourolaw.edu,digitalcommons,,touro_law_review.json,148,363,yes,sitemap,
Northern Illinois University Law Review,https://commons.lib.niu.edu/handle/10843/17469,commons.lib.niu.edu,unknown,active,registry_northern_illinois_university_law_review_404_d21a105c07.json,404,364,yes,sitemap,
Suffolk University Law Review,https://sites.suffolk.edu/lawreview/archives/,sites.suffolk.edu,WordPress,,suffolk_university_law_review.json,1921,365,yes,sitemap,
ABA Journal of Labor & Employment Law,https://www.americanbar.org/groups/labor_law/publications/aba_journal_of_labor_employment_law_home,americanbar.org,unknown,paused_waf,registry_aba_journal_of_labor_employment_law_399_0335c7ab71.json,399,366,,sitemap,
Journal of Law & Education,https://sc.edu/study/colleges_schools/law/student_life/journals/jled/index.php,sc.edu,generic_web,active,journal_of_law_and_education.json,266,367,yes,sitemap,
Elder Law Journal,https://publish.illinois.edu/elderlawjournal/,publish.illinois.edu,WordPress,,elder_law_journal.json,226,369,yes,sitemap,
Elder Law Journal,https://theelderlawjournal.com/,theelderlawjournal.com,wordpress,,theelderlawjournal-com.json,226,369,yes,sitemap,
Journal of Business & Technology Law,https://digitalcommons.law.umaryland.edu/jbtl/sitemap.xml,digitalcommons.law.umaryland.edu,digitalcommons,,journal_of_business_technology_law.json,1380,370,yes,sitemap,
Journal of Business & Technology Law,https://digitalcommons.law.umaryland.edu/jbtl,digitalcommons.law.umaryland.edu,digital_commons,active,registry_journal_of_business_technology_law_1380_93a96bbc1f.json,1380,370,yes,sitemap,
Kansas Journal of Law & Public Policy,https://lawjournal.ku.edu/,lawjournal.ku.edu,Custom/Unknown,,kansas_journal_of_law_public_policy.json,495,372,yes,sitemap,
Kansas Journal of Law & Public Policy,https://lawjournal.ku.edu/,lawjournal.ku.edu,WordPress,active,lawjournal-ku-edu.json,495,372,yes,sitemap,
Energy Law Journal,https://www.eba-net.org/felj/energy-law-journal,eba-net.org,wordpress,paused_login,registry_energy_law_journal_229_fffd3f8ecd.json,229,373,,sitemap,
American University International Law Review,https://digitalcommons.wcl.american.edu/auilr/sitemap.xml,digitalcommons.wcl.american.edu,digitalcommons,,american_university_international_law_review.json,367,374,yes,sitemap,https://digitalcommons.wcl.american.edu/aulr/
American University International Law Review,https://digitalcommons.wcl.american.edu/auilr,digitalcommons.wcl.american.edu,digital_commons,active,registry_american_university_international_law_review_367_19db36da0e.json,367,374,yes,sitemap,https://digitalcommons.wcl.american.edu/aulr/
Law & Ethics of Human Rights,https://www.degruyter.com/journal/key/LEHR/html,degruyter.com,,no_sitemap,,1452,375,,wlu,
Capital University Law Review,https://www.capitallawreview.org/issues,capitallawreview.org,scholastica,todo_adapter,law-capital-edu.json,1919,376,yes,sitemap,
Capital University Law Review,https://www.capitallawreview.org/,capitallawreview.org,unknown,active,registry_capital_university_law_review_1919_addc604858.json,1919,376,yes,sitemap,
Mercer Law Review,https://guides.law.mercer.edu/mlr,guides.law.mercer.edu,,no_sitemap,guides-law-mercer-edu.json,1896,377,yes,sitemap,
Mercer Law Review,https://digitalcommons.law.mercer.edu/jour_mlr/sitemap.xml,digitalcommons.law.mercer.edu,digitalcommons,active,mercer_law_review.json,1896,377,yes,sitemap,https://digitalcommons.law.mercer.edu/jour_mlr/
Mercer Law Review,https://digitalcommons.law.mercer.edu/jour_mlr/all_issues.html,digitalcommons.law.mercer.edu,digital_commons,active,registry_mercer_law_review_1896_2d2fa1b04b.json,1896,377,yes,sitemap,https://digitalcommons.law.mercer.edu/jour_mlr/
"Psychology, Public Policy, and Law",https://www.apa.org/pubs/journals/law?tab=1,apa.org,unknown,paused_waf,registry_psychology_public_policy_and_law_301_7d746f6254.json,301,378,,sitemap,
Regent University Law Review,https://www.regentuniversitylawreview.com/,regentuniversitylawreview.com,unknown,active,registry_regent_university_law_review_305_f0c37f3ab7.json,305,379,yes,sitemap,
Regentuniversitylawreview,https://www.regentuniversitylawreview.com/,regentuniversitylawreview.com,Squarespace,active,regentuniversitylawreview-com.json,305,379,,sitemap,
Harvard Human Rights Journal,https://harvardhrj.com/,harvardhrj.com,wordpress,active,harvardhrj-com.json,245,381,yes,sitemap,
Harvard Human Rights Journal,https://journals.law.harvard.edu/hrj,journals.law.harvard.edu,wordpress,active,registry_harvard_human_rights_journal_245_f19840a91c.json,245,381,yes,sitemap,
Journal of Legislation,https://scholarship.law.nd.edu/jleg/sitemap.xml,scholarship.law.nd.edu,digitalcommons,,journal_of_legislation.json,269,382,yes,sitemap,
Journal of Legislation,https://scholarship.law.nd.edu/jleg,scholarship.law.nd.edu,digital_commons,paused_other,registry_journal_of_legislation_269_db46697d77.json,269,382,yes,sitemap,
Review of Litigation,https://law.utexas.edu/publications/journals/the-review-of-litigation,law.utexas.edu,wordpress,active,registry_review_of_litigation_306_3cca7ae99e.json,306,383,yes,sitemap,
Regulation & Governance,https://onlinelibrary.wiley.com/journal/17485991,onlinelibrary.wiley.com,,no_sitemap,,1448,384,,wlu,
"Journal of Law, Economics and Organization",https://www.jstor.org/journal/jlaweconorga,jstor.org,unknown,paused_waf,registry_journal_of_law_economics_and_organization_1928_aa1aa2d356.json,1928,385,,sitemap,
International and Comparative Law Quarterly,https://www.cambridge.org/core/journals/international-and-comparative-law-quarterly,cambridge.org,,no_sitemap,,721,386,yes,wlu,
Delaware Journal of Corporate Law,https://djcl.org/issue/archive,djcl.org,Ubiquity Journal Platform,,delaware_journal_of_corporate_law.json,222,387,yes,sitemap,
Delaware Journal of Corporate Law,https://djcl.org/,djcl.org,unknown,active,registry_delaware_journal_of_corporate_law_222_e984c6be63.json,222,387,yes,sitemap,
Creighton Law Review,https://cdr.creighton.edu/collections/c956e40d-e9b4-43b2-a893-1a5a49901cc6,cdr.creighton.edu,DSpace,active,creighton_law_review.json,1890,388,yes,sitemap,
Creighton Law Review,https://www.creighton.edu/law/law-clinics-academic-opportunities/law-journals,creighton.edu,drupal,paused_waf,registry_creighton_law_review_1890_95b6c4d5de.json,1890,388,yes,sitemap,
World Trade Review,https://www.cambridge.org/core/journals/world-trade-review,cambridge.org,,no_sitemap,,1206,389,,wlu,
Law and Psychology Review,https://www.law.ua.edu/lawpsychology,law.ua.edu,wordpress,active,registry_law_and_psychology_review_467_c76baabae8.json,467,390,,sitemap,
Cardozo International & Comparative Law Review,https://www.cardozociclr.com/archives,cardozociclr.com,Custom/Unknown,active,cardozo_international_comparative_law_review.json,378,391,yes,sitemap,
Cardozo International & Comparative Law Review,https://www.cardozociclr.com/,cardozociclr.com,unknown,active,registry_cardozo_international_comparative_law_review_378_69eb2bbafb.json,378,391,yes,sitemap,
Cardozociclr,https://www.cardozociclr.com/,cardozociclr.com,Wix,active,cardozociclr-com.json,378,391,,sitemap,
Law Library Journal,https://www.aallnet.org/llj/,aallnet.org,WordPress,,law_library_journal.json,878,392,yes,sitemap,
Law Library Journal,https://www.aallnet.org/resources-publications/publications/law-library-journal,aallnet.org,wordpress,active,registry_law_library_journal_878_1617240dfa.json,878,392,yes,sitemap,
Modern Law Review,https://www.modernlawreview.co.uk/,modernlawreview.co.uk,,no_sitemap,www-modernlawreview-co-uk.json,719,393,,sitemap,
Hawaiilawreview,http://hawaiilawreview.com/,hawaiilawreview.com,Squarespace,paused_other,hawaiilawreview-com.json,159,394,,sitemap,
University of Hawaii Law Review,http://hawaiilawreview.com/,hawaiilawreview.com,unknown,active,registry_university_of_hawaii_law_review_159_4c4ae1e42f.json,159,394,,sitemap,
Columbia Journal of Environmental Law,https://journals.library.columbia.edu/index.php/cjel,journals.library.columbia.edu,OJS,,columbia_journal_of_environmental_law.json,209,395,yes,sitemap,
Columbia Journal of Environmental Law,https://journals.library.columbia.edu/index.php/cjel,journals.library.columbia.edu,ojs,,journals-library-columbia-edu.json,209,395,yes,sitemap,
European Journal of Risk Regulation,https://www.cambridge.org/core/journals/european-journal-of-risk-regulation,cambridge.org,,no_sitemap,,1688,396,,wlu,
Wayne Law Review,http://waynelawreview.org/,waynelawreview.org,wordpress,active,registry_wayne_law_review_1916_b110a39acb.json,1916,397,yes,sitemap,
Wayne Law Review,https://waynelawreview.org/archive/,waynelawreview.org,wordpress,active,waynelawreview-org.json,1916,397,yes,sitemap,
hrlr.oxfordjournals.org,http://hrlr.oxfordjournals.org,hrlr.oxfordjournals.org,unknown,active,hrlr-oxfordjournals-org.json,1010,398,,sitemap,
Human Rights Law Review,http://hrlr.oxfordjournals.org,hrlr.oxfordjournals.org,,no_sitemap,,1010,398,,wlu,
Minnesota Journal of International Law,https://minnjil.org/,minnjil.org,WordPress,,minnesota_journal_of_international_law.json,288,399,yes,sitemap,
University of Florida Journal of Law and Public Policy,https://ufjlpp.org/,ufjlpp.org,wordpress,active,registry_university_of_florida_journal_of_law_and_public_policy_340_36886d1908.json,340,400,yes,sitemap,
AALL Spectrum,https://www.aallnet.org/spectrum_issue,aallnet.org,wordpress,active,registry_aall_spectrum_2018_c01c52885b.json,2018,,,sitemap,
ABA Journal,http://www.abajournal.com/,abajournal.com,unknown,paused_waf,registry_aba_journal_1939_294c3cc43f.json,1939,,,sitemap,
ABA Journal of Labor and Employment Law,,,,no_sitemap,,,,yes,cilp,
Aberdeen Student Law Review,https://www.abdn.ac.uk/law/why-us/student-activities/aberdeen-student-law-review/,abdn.ac.uk,custom,active,abdn-ac-uk.json,1720,,,sitemap,
Accessible Law,https://accessiblelaw.untdallas.edu/,accessiblelaw.untdallas.edu,wix,active,accessiblelaw-untdallas-edu.json,,,,sitemap,
"Accord, A Legal Journal for Practitioners",https://www.azsummitlaw.edu/index.php,azsummitlaw.edu,unknown,active,registry_accord_a_legal_journal_for_practitioners_1664_34fe5fd454.json,1664,,,sitemap,
"Accounting, Economics, and Law: A Convivium",https://www.degruyter.com/view/j/ael,degruyter.com,unknown,paused_login,registry_accounting_economics_and_law_a_convivium_1740_88a1626af6.json,1740,,,sitemap,
ACLR Online,https://www.law.georgetown.edu/american-criminal-law-review/aclr-online/,law.georgetown.edu,wordpress,active,americancriminallawreview-aclr-online.json,,,,sitemap,https://www.law.georgetown.edu/american-criminal-law-review/in-print/
ACS Supreme Court Review,https://www.acslaw.org/analysis/acs-supreme-court-review,acslaw.org,wordpress,paused_waf,registry_acs_supreme_court_review_2036_eb8e767996.json,2036,,,sitemap,
Acta Iuridica Olomucensia,https://www.pf.upol.cz/veda-a-vyzkum/odborne-casopisy/acta-iuridica-olomucensia/,pf.upol.cz,,no_sitemap,www-pf-upol-cz.json,1735,,,sitemap,
Acta Juridica,https://journals.co.za/content/journal/jlc_jur,journals.co.za,,no_sitemap,,785,,,wlu,
Acta Juridica Hungarica,https://akademiai.com/loi/2052,akademiai.com,akademiai,paused_waf,akademiai-com-loi-2052.json,1083,,,sitemap,
Adelaide Law Review,https://law.adelaide.edu.au/adelaide-law-review,law.adelaide.edu.au,custom,active_partial_metadata,law-adelaide-edu-au.json,704,,,sitemap,
Administrative Law Journal,https://aalj.org/,aalj.org,OJS,,aalj-org.json,,,,sitemap,https://aalj.org/issue/archive
Advance: The Journal of the ACS Issue Groups,https://www.acslaw.org/analysis/acs-journal/advance,acslaw.org,wordpress,paused_waf,registry_advance_the_journal_of_the_acs_issue_groups_1428_ffd42fbe8a.json,1428,,,sitemap,
Advocates' Quarterly,https://www.thomsonreuters.ca/en/westlawnext-canada/advocates-quarterly.html,thomsonreuters.ca,,no_sitemap,,815,,,wlu,
Aegean Review of the Law of the Sea and Maritime Law,https://link.springer.com/journal/12180,link.springer.com,,no_sitemap,,1501,,,wlu,
African Human Rights Law Journal,https://www.ahrlj.up.ac.za/,ahrlj.up.ac.za,Joomla,active,ahrlj-up-ac-za.json,1435,,,sitemap,
African Journal of International and Comparative Law,https://www-euppublishing-com.ezproxy.wlu.edu/loi/ajicl,www-euppublishing-com.ezproxy.wlu.edu,,no_sitemap,,1018,,,wlu,
African Journal of Legal Studies,https://brill.com/view/journals/ajls/ajls-overview.xml?lang=en,brill.com,,no_sitemap,,388,,,wlu,
African Yearbook of International Law,https://brill.com/view/journals/afyo/afyo-overview.xml?lang=en,brill.com,,no_sitemap,,1067,,,wlu,
Agora International Journal of Juridical Sciences,http://univagora.ro/jour/index.php/aijjs/index,univagora.ro,,no_sitemap,,1696,,,wlu,
AILA Law Journal,https://www.aila.org/publications/aila-law-journal,aila.org,unknown,paused_login,registry_aila_law_journal_2017_f16952b3b2.json,2017,,,sitemap,
Aipla,https://www.aipla.org/home/news-publications/journal-issues,aipla.org,Sitefinity,active,aipla-org.json,364,,,sitemap,
AIPLA Quarterly Journal,https://www.aipla.org/home/news-publications/journal-issues,aipla.org,Custom/Unknown,active,aipla_quarterly_journal.json,364,,yes,sitemap,
Air & Space Law,https://kluwerlawonline.com/Journals/Air+and+Space+Law/18,kluwerlawonline.com,,no_sitemap,,788,,,wlu,
Air Force Law Review,https://www.afjag.af.mil/Library/AFJAGS-Library,afjag.af.mil,unknown,paused_waf,registry_air_force_law_review_418_0066380609.json,418,,,sitemap,
AJIL Unbound,https://www.cambridge.org/core/journals/american-journal-of-international-law/ajil-unbound,cambridge.org,unknown,active,registry_ajil_unbound_1806_017f2b8aa0.json,1806,,,sitemap,
